,Color Name,Color Number,R,G,B,Lab L,Lab A,Lab B,Collection Name,Accent 1,Accent 2,Trim 1,Trim 2,Shade 1,Shade 2,Shade 3,Shade 4,Shade 5,Shade 6,Color Description
1548,CABERNET,PPG1049-6,142,91,104,44.5656786134,22.8194163048,1.2976510397399998,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-3,PPG1049-4,PPG1049-5,PPG1049-7,This midtoned red is a perfect exterior door color.  Coordinate with a lighter tan exterior body color.
1548,CABERNET,PPG1049-6,142,91,104,44.5656786134,22.8194163048,1.2976510397399998,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-3,PPG1049-4,PPG1049-5,PPG1049-7,"For a dramatic kitchen, this exquisite rasberry is perfect for the soffit accent area.  Coordinate with softer grey walls."
1548,CABERNET,PPG1049-6,142,91,104,44.5656786134,22.8194163048,1.2976510397399998,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-3,PPG1049-4,PPG1049-5,PPG1049-7,This sophisticated berry tone is perfect for an accent with marble countertops.  Light muted tans are a great choice for surrounding walls.
1549,RED RED WINE,PPG1049-7,113,66,74,33.7782628911,21.4366010215,3.9239718495699996,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-3,PPG1049-4,PPG1049-5,PPG1049-6,"This traditional red adds richness to a dining room, wine-tasting room, or bedroom area. Deep tones of charcoals or blacks make a smart choice for furniture selections. Try it in a home theater. "
1550,BARE PINK,PPG1050-1,242,231,231,92.48609938930001,3.7148180033800005,1.32096458896,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-2,PPG1050-3,PPG1050-4,PPG1050-5,PPG1050-6,PPG1050-7,Lovely neutral pink is perfect all over color for a bedroom or bath.  Use it on the ceiling as well and add white trim. 
1550,BARE PINK,PPG1050-1,242,231,231,92.48609938930001,3.7148180033800005,1.32096458896,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-2,PPG1050-3,PPG1050-4,PPG1050-5,PPG1050-6,PPG1050-7,This fun pink is perfect for a teen room.  Adds pops of charcoal and black for a contrasting statement.
1550,BARE PINK,PPG1050-1,242,231,231,92.48609938930001,3.7148180033800005,1.32096458896,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-2,PPG1050-3,PPG1050-4,PPG1050-5,PPG1050-6,PPG1050-7,This dusty pink is used perfectly for a trim color.  Pair this trim with deeper shades of pinks.
1551,PINK PAIL,PPG1050-2,234,206,212,85.194741507,10.7549200251,0.617501178156,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-3,PPG1050-4,PPG1050-5,PPG1050-6,PPG1050-7,A warm and soothing pink that is perfect for a teen room. Select graphic prints for the walls and a varying assortment of green accents in this area.
1551,PINK PAIL,PPG1050-2,234,206,212,85.194741507,10.7549200251,0.617501178156,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-3,PPG1050-4,PPG1050-5,PPG1050-6,PPG1050-7,"This powder pink is a lovely color for a girl's room.  For a transitional look, pair with deep charcoals and damask graphic prints."
1552,LOVE IN A MIST,PPG1050-3,225,185,194,78.8114143201,15.7614550683,0.8655915726260001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-2,PPG1050-4,PPG1050-5,PPG1050-6,PPG1050-7,This gracious neutral color is a beautiful shade. It can be on main walls and use white trim for a clean look.
1553,MADAGASCAR PINK,PPG1050-4,209,148,161,67.5090648336,24.8250600452,2.3882264573099996,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-2,PPG1050-3,PPG1050-5,PPG1050-6,PPG1050-7,"Soothing neutral rose coral hue works nicely in a living room area. Accents of honey toned woods, clean blues and pops of yellow allows a harmonizing glow to this space."
1553,MADAGASCAR PINK,PPG1050-4,209,148,161,67.5090648336,24.8250600452,2.3882264573099996,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-2,PPG1050-3,PPG1050-5,PPG1050-6,PPG1050-7,This dusty pink is perfect in a Vintage themed home.  Pair with chocolate browns for accenting.
1554,BRIAR ROSE,PPG1050-5,192,114,129,56.90745195149999,32.5548269471,5.075308456519999,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-2,PPG1050-3,PPG1050-4,PPG1050-6,PPG1050-7,"A classic clay red that's perfect for any room where you entertain, such as the dining or living room. Pair it with sandy tones or white to make the color pop."
1554,BRIAR ROSE,PPG1050-5,192,114,129,56.90745195149999,32.5548269471,5.075308456519999,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-2,PPG1050-3,PPG1050-4,PPG1050-6,PPG1050-7,This midtoned red may be used as an accent in a bathroom.  Select clear glass materials and silver metals and light grey surrounding walls.
1555,HEART'S CONTENT,PPG1050-6,169,88,108,47.622173698199994,35.3395200862,3.7525934847199993,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-2,PPG1050-3,PPG1050-4,PPG1050-5,PPG1050-7,"Sparking a creative spirit, this luscious clay-red is perfect for kitchen or a craft room accent. Lighter woods pair nicely with this hue."
1555,HEART'S CONTENT,PPG1050-6,169,88,108,47.622173698199994,35.3395200862,3.7525934847199993,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-2,PPG1050-3,PPG1050-4,PPG1050-5,PPG1050-7,This red is perfect for an accent wall.  Pair lighter shades of soft cream shades to coordinate.
1556,MAGENTA,PPG1050-7,149,61,85,38.5234681193,39.344258919299996,4.46405043731,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1050-1,PPG1050-2,PPG1050-3,PPG1050-4,PPG1050-5,PPG1050-6,This juicy bold red can excite a lively kitchen space. Pair with darker cabinetry for a deep rich appearance.
1557,COZY COTTAGE,PPG1051-1,242,221,216,89.6495111026,6.3792540657200005,5.05450105164,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-2,PPG1051-3,PPG1051-4,PPG1051-5,PPG1051-6,PPG1051-7,This sweet warm pink is a wonderful color works well in a bedroom or bath.  Pair with white for a clean look. 
1558,PINK CARDOON,PPG1051-2,236,201,202,83.8989859491,12.472936779500001,4.08095873459,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-3,PPG1051-4,PPG1051-5,PPG1051-6,PPG1051-7,This Millennial-inspired pink makes a stunning overall room color for a contemporary open concept space.  Use in a bedroom too and pair with white and gold. 
1559,STRAWBERRY MOUSSE,PPG1051-3,233,179,180,77.7929417385,19.7256341099,7.07539905713,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-4,PPG1051-5,PPG1051-6,PPG1051-7,Pink terracotta is a great color for a bedroom or a southwest design accent.  Pair with stucco tan and desert brown for a warm and inviting space. 
1559,STRAWBERRY MOUSSE,PPG1051-3,233,179,180,77.7929417385,19.7256341099,7.07539905713,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-4,PPG1051-5,PPG1051-6,PPG1051-7,"For a fun and glamorous dressing room, this pink is the perfect candidate.  Use white trim accents and lattice design inspiration in other areas of the space."
1559,STRAWBERRY MOUSSE,PPG1051-3,233,179,180,77.7929417385,19.7256341099,7.07539905713,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-4,PPG1051-5,PPG1051-6,PPG1051-7,Decorate in a Parisian theme and add this color to start the process.  It's perfectly trimmed in off-white.
1560,PINK CLAY POT,PPG1051-4,217,146,148,67.6131709036,27.0883397509,9.93484862407,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-3,PPG1051-5,PPG1051-6,PPG1051-7,"A full of life, this red-inspired coral creates an inviting festive kitchen. Pair lighter woods for contrast in this area."
1560,PINK CLAY POT,PPG1051-4,217,146,148,67.6131709036,27.0883397509,9.93484862407,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-3,PPG1051-5,PPG1051-6,PPG1051-7,A beautiful coral peach is a perfect exterior in a warm climate.  Light trim completes this look as well as pale blue accents.
1561,CRANBERRY,PPG1051-5,194,114,119,56.9171571419,32.0655303082,10.937742003499999,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-3,PPG1051-4,PPG1051-6,PPG1051-7,"Perfect for a powder room, this earthy clay-toned red exudes a gorgeous glow. Accents of whites and light peaches pair well with this brilliant color."
1561,CRANBERRY,PPG1051-5,194,114,119,56.9171571419,32.0655303082,10.937742003499999,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-3,PPG1051-4,PPG1051-6,PPG1051-7,"Flavorful in essence, apply this pop of red to an accent wall.  Try using off- white trim and splashes of lime green for visual accent."
1562,GRENADINE,PPG1051-6,172,84,94,46.870977949099995,36.9471448898,11.2138183646,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-3,PPG1051-4,PPG1051-5,PPG1051-7,"A classic red adding drama to an entrance or dining area of your home. Off-white trims are perfect for this warm, rich neutral color."
1562,GRENADINE,PPG1051-6,172,84,94,46.870977949099995,36.9471448898,11.2138183646,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-3,PPG1051-4,PPG1051-5,PPG1051-7,This red desires an elegant dining room application.  Pair with dark wood furniture and dramatic pops of artwork for the wall for contrast.
1562,GRENADINE,PPG1051-6,172,84,94,46.870977949099995,36.9471448898,11.2138183646,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-3,PPG1051-4,PPG1051-5,PPG1051-7,Want a sizzling kitchen?  This red will inspire the cooking diva in you.  Pair with earthtoned tans on surounding walls.
1563,APPLE-A-DAY,PPG1051-7,144,63,69,37.6898832676,34.8412996079,13.266184284000001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-3,PPG1051-4,PPG1051-5,PPG1051-6,"Stunning rich clay-red, this color adds dimension and warmth to any room as an accent or an overall color.  Use it in an entry or a powder room for a stunning surprise.  May fade in sunlight. "
1563,APPLE-A-DAY,PPG1051-7,144,63,69,37.6898832676,34.8412996079,13.266184284000001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1051-1,PPG1051-2,PPG1051-3,PPG1051-4,PPG1051-5,PPG1051-6,"A classic red that's perfect for any room where you entertain, such as the dining or living room. Pair it with sandy tones or white to make the color pop."
1564,GINGER CREAM,PPG1052-1,239,224,215,90.12289287870001,3.6157405490400003,6.23090058905,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-2,PPG1052-3,PPG1052-4,PPG1052-5,PPG1052-6,PPG1052-7,Delicious neutral pink is wonderful as an overall color or as a trim color for deeper muted red/browns.   
1565,BRANDY ALEXANDER,PPG1052-2,243,226,220,91.06003563780001,4.794058435269999,5.00709588981,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-1,PPG1052-3,PPG1052-4,PPG1052-5,PPG1052-6,PPG1052-7,"Fun and rich pink with a tint of clay, this Millennial-inspired pink makes a wonderful overall room neutral.  Pair with light colored wood and gold accents. "
1566,STRAWFLOWER,PPG1052-3,221,189,186,79.2216296684,10.9082421871,5.736375675,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-1,PPG1052-2,PPG1052-4,PPG1052-5,PPG1052-6,PPG1052-7,"Perfect for a powder room or bedroom, this soft coral red exudes a gorgeous glow. Accents of whites and light peaches pair well with this brilliant color."
1567,FLORAL TAPESTRY,PPG1052-4,195,145,145,64.8820792178,18.8759752209,7.3981517846700005,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-1,PPG1052-2,PPG1052-3,PPG1052-5,PPG1052-6,PPG1052-7,"This Vintage inspired dusty rose/clay color makes a beautiful dining room, bedroom or powder room.   Pair with forest greens and golds. "
1568,HORIZON GLOW,PPG1052-5,173,113,113,53.908133004300005,23.7428912425,9.816140041699999,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-1,PPG1052-2,PPG1052-3,PPG1052-4,PPG1052-6,PPG1052-7,This prominent deep clay-red is a perfect accent wall. Golds and greens coordinates beautifully with this statement color.
1568,HORIZON GLOW,PPG1052-5,173,113,113,53.908133004300005,23.7428912425,9.816140041699999,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-1,PPG1052-2,PPG1052-3,PPG1052-4,PPG1052-6,PPG1052-7,This subdued rose is perfect for using reclaimed wood in your interior space. It radiates vintage in inspiration.
1569,MESA RED,PPG1052-6,146,85,91,43.30725316270001,26.0285878251,7.491990838260001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-1,PPG1052-2,PPG1052-3,PPG1052-4,PPG1052-5,PPG1052-7,"Use this in a dining room or kitchen for a warm hearth feel.  Pair with deep greens, light tans and gold for a harmonious feel. "
1569,MESA RED,PPG1052-6,146,85,91,43.30725316270001,26.0285878251,7.491990838260001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-1,PPG1052-2,PPG1052-3,PPG1052-4,PPG1052-5,PPG1052-7,This beautiful rich warm red captivates a dining room.  Pair with sage and khaki greens for contrast.
1570,RUBY LIPS,PPG1052-7,129,62,69,35.089061774899996,29.5737061775,9.30363637921,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-1,PPG1052-2,PPG1052-3,PPG1052-4,PPG1052-5,PPG1052-6,"Luscious and rich, this is a perfect color for a dining room, an accent wall in a bedroom or an exquisite front door color. "
1570,RUBY LIPS,PPG1052-7,129,62,69,35.089061774899996,29.5737061775,9.30363637921,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1052-1,PPG1052-2,PPG1052-3,PPG1052-4,PPG1052-5,PPG1052-6,A sophisticated berry tone is a magical bedroom area.  Light trim is perfert for this lovely wall.
1571,COW'S MILK,PPG1053-1,241,237,229,93.85144680110001,-0.0389818299424,4.334847029930001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1053-2,PPG1053-3,PPG1053-4,PPG1053-5,PPG1053-6,PPG1053-7,This is a complex off-white that makes its own stunning statement as an overall or trim color. Components of pink and tan make this an appropriate choice. 
1571,COW'S MILK,PPG1053-1,241,237,229,93.85144680110001,-0.0389818299424,4.334847029930001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1053-2,PPG1053-3,PPG1053-4,PPG1053-5,PPG1053-6,PPG1053-7,This popular white can be used as a trim for many colors.  Apply light verigated woods to add dimension into a room.
1572,SHANGRI LA,PPG1053-2,236,212,210,86.7874932033,7.9817193588399995,4.0134547115300006,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1053-1,PPG1053-3,PPG1053-4,PPG1053-5,PPG1053-6,PPG1053-7,Dusty neutral pink is another option for Millennial Pink as an overall color.  Use this color in a bedroom or bathroom for romantic luxury. 
1573,POWDERED PETALS,PPG1053-3,227,199,198,82.5161990083,9.67646435605,4.116148449190001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1053-1,PPG1053-2,PPG1053-4,PPG1053-5,PPG1053-6,PPG1053-7,"Soft and serene, this neutral rose with tan component makes for a cozy bedroom or luxurious overall color. Pair with off-white trim and gold accents. "
1574,RADIANT ROUGE,PPG1053-4,215,177,178,75.5178612616,13.891566561900001,4.662510608480001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1053-1,PPG1053-2,PPG1053-3,PPG1053-5,PPG1053-6,PPG1053-7,This pretty pink is perfect for an accent in a niche location of a white bookshelf. Apply to the back of the shelf for a pop of color.
1575,BRANDY SNAPS,PPG1053-5,181,142,139,62.53710007350001,14.2746513726,7.23971454405,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1053-1,PPG1053-2,PPG1053-3,PPG1053-4,PPG1053-6,PPG1053-7,"This mid-toned clay red, is a perfect neutral overall color or accent wall.  Golds and greens coordinates beautifully with this statement color."
1576,CLAY RIDGE,PPG1053-6,149,106,102,49.078428684799995,16.6201185619,9.07760642393,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1053-1,PPG1053-2,PPG1053-3,PPG1053-4,PPG1053-5,PPG1053-7,"Rosy clay, this makes a lovely exterior color.  Pair with deep forest green accents for another layer of curb appeal. "
1577,BURGUNDY WINE,PPG1053-7,108,64,62,32.2652994271,18.9015115334,9.3764235938,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1053-1,PPG1053-2,PPG1053-3,PPG1053-4,PPG1053-5,PPG1053-6,"Rich and regal, this is a perfect dining room, wine-tasting or front door color.  An attention getting traditional red will attract richness and warmth into a space. Trim in mid-toned tans and use travel inspired prints as a focal point."
1577,BURGUNDY WINE,PPG1053-7,108,64,62,32.2652994271,18.9015115334,9.3764235938,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1053-1,PPG1053-2,PPG1053-3,PPG1053-4,PPG1053-5,PPG1053-6,An attention getting traditional red will attract exciting energy into a space.  Trim in off-white and use travel inpired prints as a focal point.
1578,WINTER WEDDING,PPG1054-1,241,228,220,91.3949116868,3.0690644286400004,5.470505795730001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1054-2,PPG1054-3,PPG1054-4,PPG1054-5,PPG1054-6,PPG1054-7,"This subtle pink has a component of coral which makes it the perfect choice for a bedroom, bath or dressing room.  Add white trim and gold accents. "
1579,SWEET TRUFFLE,PPG1054-2,240,220,215,89.2141581488,6.03509577368,4.92972586484,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1054-1,PPG1054-3,PPG1054-4,PPG1054-5,PPG1054-6,PPG1054-7,"Soft, neutral pink is a perfect color for a soothing space, bedroom, bath or nursery.  Works equally well with deep toned and light toned woods. "
1580,WHIRLIGIG,PPG1054-3,230,205,202,84.3552218141,8.22941737846,4.67461532635,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1054-1,PPG1054-2,PPG1054-4,PPG1054-5,PPG1054-6,PPG1054-7,A soothing mid-toned rose brings comfort into the bedroom. This can be used as an accent or apply on all four walls.
1581,TEA TIME,PPG1054-4,217,190,188,79.1623420642,9.24478967085,4.52648897747,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1054-1,PPG1054-2,PPG1054-3,PPG1054-5,PPG1054-6,PPG1054-7,Bring comfort to any room with this soothing mid-toned rose with a component of tan.  Use as an accent or apply on all four walls and ceiling.  
1582,TAWNY MUSHROOM,PPG1054-5,179,153,151,65.43705032689999,9.28493285571,4.61383275331,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1054-1,PPG1054-2,PPG1054-3,PPG1054-4,PPG1054-6,PPG1054-7,This red rose may be an accent in a bookshelf area. Golden colored books will pop off the shelf visually speaking.
1582,TAWNY MUSHROOM,PPG1054-5,179,153,151,65.43705032689999,9.28493285571,4.61383275331,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1054-1,PPG1054-2,PPG1054-3,PPG1054-4,PPG1054-6,PPG1054-7,"For a vintage style, use this pink tone with your collectibles.  It coordinates beautifully with lighter tan walls."
1582,TAWNY MUSHROOM,PPG1054-5,179,153,151,65.43705032689999,9.28493285571,4.61383275331,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1054-1,PPG1054-2,PPG1054-3,PPG1054-4,PPG1054-6,PPG1054-7,This beautiful rich warm red captivates a dining room.  Pair with sage and khaki greens for contrast.
1583,OAKWOOD BROWN,PPG1054-6,143,113,110,50.4244581624,11.3158110329,6.1606768987,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1054-1,PPG1054-2,PPG1054-3,PPG1054-4,PPG1054-5,PPG1054-7,Warm up any space with the rich red/brown neutral.  Makes a stunning accent wall or accent color block. 
1583,OAKWOOD BROWN,PPG1054-6,143,113,110,50.4244581624,11.3158110329,6.1606768987,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1054-1,PPG1054-2,PPG1054-3,PPG1054-4,PPG1054-5,PPG1054-7,This brown based rose is very nostalgic.  Companion with older antiques that you have collected over the years looking for their favorite space.
